step	type	train_loss	val_bpb	step_ms	gravity
3723	F	2.769434		95.4	
3724	N	2.805211		10.7	
3725	F	2.832319		95.8	
3726	N	2.830072		10.3	
3727	F	2.783466		97.8	
3728	N	2.940403		11.2	
3729	F	2.832242		94.9	
3730	N	2.860349		11.1	
3731	F	2.848233		95.6	
3732	N	2.859811		10.8	
3733	F	2.940558		95.5	
3734	N	2.840079		11.5	
3735	F	2.871788		97.0	
3736	N	2.827402		11.3	
3737	F	2.785088		96.5	
3738	N	2.848835		11.2	
3739	F	2.827264		96.1	
3740	N	2.901603		11.3	
3741	F	2.793092		97.0	
3742	N	2.910257		11.7	
3743	F	2.804969		96.4	
3744	N	2.763796		11.1	
3745	F	2.757479		98.2	
3746	N	2.814249		9.8	
3747	F	2.744123		96.7	
3748	N	2.842968		11.6	
3749	F	2.859331		96.3	
3750	N	2.926925		10.3	
3750	EVAL		1.671652		
3751	F	2.793365		95.4	
3752	N	2.912269		9.6	
3753	F	2.893424		95.5	
3754	N	2.763378		11.3	
3755	F	2.828948		96.3	
3756	N	2.912369		11.6	
3757	F	2.944523		97.0	
3758	N	2.790257		11.2	
3759	F	2.783101		96.8	
3760	N	2.819339		11.1	
3761	F	2.776917		95.6	
3762	N	2.765362		10.1	
3763	F	2.802956		96.8	
3764	N	2.823534		10.8	
3765	F	2.769007		97.3	
3766	N	2.849711		11.0	
3767	F	2.760559		96.1	
3768	N	2.979811		11.1	
3769	F	2.902865		96.3	
3770	N	2.921672		9.0	
3771	F	2.808682		93.9	
3772	N	2.942888		9.5	
3773	F	2.699903		97.9	
3774	N	2.879524		9.4	
3775	F	2.785026		97.1	
3776	N	2.820604		11.4	
3777	F	2.744078		94.6	
3778	N	2.895528		11.9	
3779	F	3.887619		95.7	
3780	N	3.006287		11.0	
3781	F	2.860579		96.4	
3782	N	2.946811		11.8	
3783	F	2.878618		97.8	
3784	N	2.778183		10.7	
3785	F	2.812921		96.5	
3786	N	2.840387		11.1	
3787	F	2.883576		97.1	
3788	N	2.854358		10.3	
3789	F	2.693223		96.3	
3790	N	2.844581		11.3	
3791	F	2.867047		96.2	
3792	N	2.995230		8.7	
3793	F	3.166949		96.6	
3794	N	2.890203		9.6	
3795	F	2.735285		97.0	
3796	N	2.813208		10.0	
3797	F	2.776258		95.9	
3798	N	2.716722		10.9	
3799	F	2.782377		97.3	
3800	N	2.840713		12.2	
3800	EVAL		1.664255		
3801	F	2.816072		96.4	
3802	N	2.771657		11.1	
3803	F	2.818667		96.6	
3804	N	2.857084		10.5	
3805	F	2.710281		95.9	
3806	N	2.611018		11.7	
3807	F	2.665116		95.1	
3808	N	2.829889		10.4	
3809	F	2.796089		96.1	
3810	N	2.849081		11.8	
3811	F	2.846781		98.0	
3812	N	2.845920		10.2	
3813	F	2.888723		96.6	
3814	N	2.774917		11.3	
3815	F	2.706767		96.6	
3816	N	2.918024		11.7	
3817	F	2.712034		95.6	
3818	N	2.914177		11.0	
3819	F	2.943037		96.5	
3820	N	2.701239		11.2	
3821	F	2.831764		97.3	
3822	N	2.879659		11.6	
3823	F	2.729772		97.7	
3824	N	2.835154		11.5	
3825	F	2.885437		98.9	
3826	N	2.887166		11.1	
3827	F	2.889261		98.1	
3828	N	2.814066		9.1	
3829	F	2.765674		95.8	
3830	N	2.952019		11.0	
3831	F	2.670371		95.3	
3832	N	2.876291		10.6	
3833	F	2.881963		98.4	
3834	N	2.939151		10.3	
3835	F	2.779629		95.9	
3836	N	2.850281		9.6	
3837	F	3.023839		95.6	
3838	N	2.838353		11.3	
3839	F	2.814761		97.0	
3840	N	2.892478		9.6	
3841	F	2.882944		93.7	
3842	N	2.731584		10.0	
3843	F	2.796013		96.5	
3844	N	2.801124		11.1	
3845	F	2.869903		97.5	
3846	N	2.800423		10.5	
3847	F	2.753243		95.0	
3848	N	2.832442		10.3	
3849	F	2.767284		97.3	
3850	N	2.821173		10.4	
3850	EVAL		1.677320		
3851	F	2.785993		95.1	
3852	N	2.787989		9.9	
3853	F	2.823773		97.1	
3854	N	2.971721		9.3	
3855	F	2.883320		96.0	
3856	N	2.929399		9.4	
3857	F	2.886640		97.1	
3858	N	2.924245		10.7	
3859	F	2.849159		96.5	
3860	N	2.854780		9.5	
3861	F	2.774848		96.2	
3862	N	2.844069		10.0	
3863	F	2.741022		96.6	
3864	N	2.762183		11.2	
3865	F	2.728348		97.1	
3866	N	2.840565		10.4	
3867	F	2.747042		96.5	
3868	N	2.792563		10.6	
3869	F	2.770365		95.5	
3870	N	2.990645		10.1	
3871	F	3.222653		95.4	
3872	N	2.823982		12.0	
3873	F	2.846823		96.5	
3874	N	2.911408		11.8	
3875	F	2.893023		95.7	
3876	N	2.891449		10.2	
3877	F	2.832078		96.9	
3878	N	2.884782		10.6	
3879	F	2.754712		96.4	
3880	N	2.876785		10.9	
3881	F	2.860988		97.1	
3882	N	2.883374		10.2	
3883	F	2.773201		95.1	
3884	N	2.862391		10.8	
3885	F	2.757639		96.1	
3886	N	2.837245		10.2	
3887	F	2.824201		97.3	
3888	N	2.812921		9.8	
3889	F	2.685907		96.2	
3890	N	2.751259		9.7	
3891	F	2.748540		98.5	
3892	N	2.842168		10.8	
3893	F	2.862810		96.5	
3894	N	2.735704		9.3	
3895	F	2.775470		95.6	
3896	N	2.832292		11.0	
3897	F	2.729199		96.3	
3898	N	2.829580		9.8	
3899	F	2.729881		97.2	
3900	N	2.820879		10.6	
3900	EVAL		1.660927		
3901	F	2.811578		95.3	
3902	N	2.867468		10.1	
3903	F	2.721986		97.5	
3904	N	2.860456		11.1	
3905	F	2.780971		95.5	
3906	N	2.932077		10.7	
3907	F	2.835964		96.5	
3908	N	2.792896		11.3	
3909	F	2.775557		97.4	
3910	N	2.917734		11.1	
3911	F	2.811717		98.1	
3912	N	2.809373		11.4	
3913	F	2.783396		95.1	
3914	N	2.884242		10.9	
3915	F	2.807901		96.8	
3916	N	2.848606		11.3	
3917	F	2.967212		97.2	
3918	N	2.817903		10.5	
3919	F	2.806119		96.5	
3920	N	2.798444		11.1	
3921	F	2.864077		95.3	
3922	N	2.794322		11.4	
3923	F	2.760138		94.2	
3924	N	2.893239		11.5	
3925	F	2.861038		96.5	
3926	N	2.730688		11.3	
3927	F	2.745124		96.5	
3928	N	2.799852		11.0	
3929	F	2.725975		97.2	
