MDLM: starting...
MDLM: config layers=8 dim=576 unique_layers=0
MDLM: compiling newton-schulz...
MDLM: starting...
MDLM: config layers=8 dim=576 unique_layers=0
MDLM: compiling newton-schulz...
MDLM: starting...
MDLM: config layers=8 dim=576 unique_layers=0
MDLM: compiling newton-schulz...
MDLM: starting...
MDLM: config layers=8 dim=576 unique_layers=0
MDLM: compiling newton-schulz...
MDLM: starting...
MDLM: config layers=8 dim=576 unique_layers=0
MDLM: compiling newton-schulz...
MDLM: starting...
MDLM: config layers=8 dim=576 unique_layers=0
MDLM: compiling newton-schulz...
MDLM: starting...
MDLM: config layers=8 dim=576 unique_layers=0
MDLM: compiling newton-schulz...
MDLM: starting...
MDLM: config layers=8 dim=576 unique_layers=0
MDLM: compiling newton-schulz...
MDLM: newton-schulz compiled
MDLM: newton-schulz compiled
MDLM: newton-schulz compiled
MDLM: newton-schulz compiled
MDLM: newton-schulz compiled
MDLM: newton-schulz compiled
MDLM: newton-schulz compiled
MDLM: newton-schulz compiled
MDLM Diffusion Training | num_unique_layers=0
Running PyTorch 2.11.0+cu130
val tokens:62021632 sequences:60568
MDLM: model created, 19,190,656 params. Compiling model...
MDLM: model created, 19,190,656 params. Compiling model...
MDLM: model compiled
MDLM: model compiled
MDLM: model created, 19,190,656 params. Compiling model...
MDLM: model created, 19,190,656 params. Compiling model...
MDLM: model created, 19,190,656 params. Compiling model...
MDLM: model created, 19,190,656 params. Compiling model...
MDLM: model created, 19,190,656 params. Compiling model...
MDLM: model created, 19,190,656 params. Compiling model...
MDLM: model compiled
MDLM: model compiled
MDLM: model compiled
MDLM: model compiled
MDLM: model compiled
MDLM: model compiled
model_params:19190656
world_size:8 grad_accum_steps:1
layers:8 dim:576 heads:8 kv_heads:4 mlp_mult:2
mask_eps:0.001 eval_t_samples:64 grad_clip:1.0 weight_clamp:100.0
step:66300/80000 train_loss:2.3776 train_time:4274665ms step_avg:64.47ms
step:66350/80000 train_loss:2.4668 train_time:4277835ms step_avg:64.47ms
step:66400/80000 train_loss:2.3795 train_time:4281133ms step_avg:64.47ms
step:66450/80000 train_loss:2.4682 train_time:4284333ms step_avg:64.47ms
step:66500/80000 train_loss:2.5051 train_time:4287529ms step_avg:64.47ms
step:66550/80000 train_loss:2.5274 train_time:4290714ms step_avg:64.47ms
step:66600/80000 train_loss:2.5075 train_time:4293997ms step_avg:64.47ms
step:66650/80000 train_loss:2.5892 train_time:4297185ms step_avg:64.47ms
step:66700/80000 train_loss:2.4872 train_time:4300370ms step_avg:64.47ms
step:66750/80000 train_loss:2.4586 train_time:4303573ms step_avg:64.47ms
step:66800/80000 train_loss:2.4883 train_time:4306855ms step_avg:64.47ms
step:66850/80000 train_loss:2.5527 train_time:4310033ms step_avg:64.47ms
step:66900/80000 train_loss:2.4356 train_time:4313198ms step_avg:64.47ms
step:66950/80000 train_loss:2.3344 train_time:4316477ms step_avg:64.47ms
step:67000/80000 train_loss:2.5182 train_time:4319642ms step_avg:64.47ms
step:67050/80000 train_loss:2.5002 train_time:4322824ms step_avg:64.47ms
step:67100/80000 train_loss:2.5506 train_time:4326012ms step_avg:64.47ms
step:67150/80000 train_loss:2.4886 train_time:4329297ms step_avg:64.47ms
step:67200/80000 train_loss:2.4510 train_time:4332489ms step_avg:64.47ms
step:67250/80000 train_loss:2.4801 train_time:4335678ms step_avg:64.47ms
step:67300/80000 train_loss:2.5951 train_time:4338858ms step_avg:64.47ms
step:67350/80000 train_loss:2.5665 train_time:4342144ms step_avg:64.47ms
step:67400/80000 train_loss:2.4896 train_time:4345330ms step_avg:64.47ms
step:67450/80000 train_loss:2.4990 train_time:4348523ms step_avg:64.47ms
step:67500/80000 train_loss:2.5147 train_time:4351694ms step_avg:64.47ms
step:67550/80000 train_loss:2.6150 train_time:4354966ms step_avg:64.47ms
step:67600/80000 train_loss:2.4168 train_time:4358144ms step_avg:64.47ms
step:67650/80000 train_loss:2.3709 train_time:4361339ms step_avg:64.47ms
step:67700/80000 train_loss:2.4557 train_time:4364515ms step_avg:64.47ms
step:67750/80000 train_loss:2.4038 train_time:4367786ms step_avg:64.47ms
step:67800/80000 train_loss:2.3860 train_time:4370951ms step_avg:64.47ms
step:67850/80000 train_loss:2.4921 train_time:4374135ms step_avg:64.47ms
step:67900/80000 train_loss:2.4947 train_time:4377329ms step_avg:64.47ms
step:67950/80000 train_loss:2.6155 train_time:4380607ms step_avg:64.47ms
step:68000/80000 train_loss:2.5604 train_time:4383799ms step_avg:64.47ms
step:68000/80000 val_loss:2.5142 val_bpb:1.5084 train_time:4383840ms step_avg:64.47ms
step:68050/80000 train_loss:2.7083 train_time:4386996ms step_avg:64.47ms
step:68100/80000 train_loss:2.6121 train_time:4390274ms step_avg:64.47ms
step:68150/80000 train_loss:2.5139 train_time:4393493ms step_avg:64.47ms
step:68200/80000 train_loss:2.4592 train_time:4396664ms step_avg:64.47ms
step:68250/80000 train_loss:2.4726 train_time:4399843ms step_avg:64.47ms
step:68300/80000 train_loss:2.6209 train_time:4403094ms step_avg:64.47ms
step:68350/80000 train_loss:2.4052 train_time:4406236ms step_avg:64.47ms
step:68400/80000 train_loss:2.6363 train_time:4409420ms step_avg:64.47ms
step:68450/80000 train_loss:2.6516 train_time:4412621ms step_avg:64.46ms
step:68500/80000 train_loss:2.4737 train_time:4415912ms step_avg:64.47ms
step:68550/80000 train_loss:2.3333 train_time:4419100ms step_avg:64.47ms
step:68600/80000 train_loss:2.6033 train_time:4422296ms step_avg:64.46ms
step:68650/80000 train_loss:2.5173 train_time:4425480ms step_avg:64.46ms
step:68700/80000 train_loss:2.5647 train_time:4428750ms step_avg:64.47ms
step:68750/80000 train_loss:2.5397 train_time:4431927ms step_avg:64.46ms
step:68800/80000 train_loss:2.4193 train_time:4435111ms step_avg:64.46ms
step:68850/80000 train_loss:2.4805 train_time:4438325ms step_avg:64.46ms
step:68900/80000 train_loss:2.5050 train_time:4441580ms step_avg:64.46ms
step:68950/80000 train_loss:2.5436 train_time:4444742ms step_avg:64.46ms
step:69000/80000 train_loss:3.3018 train_time:4447919ms step_avg:64.46ms
step:69050/80000 train_loss:2.5135 train_time:4451198ms step_avg:64.46ms
step:69100/80000 train_loss:2.4883 train_time:4454360ms step_avg:64.46ms
step:69150/80000 train_loss:2.3860 train_time:4457530ms step_avg:64.46ms
step:69200/80000 train_loss:2.5199 train_time:4460710ms step_avg:64.46ms
step:69250/80000 train_loss:2.4641 train_time:4463982ms step_avg:64.46ms
step:69300/80000 train_loss:2.4420 train_time:4467173ms step_avg:64.46ms
step:69350/80000 train_loss:2.4475 train_time:4470329ms step_avg:64.46ms
step:69400/80000 train_loss:2.5879 train_time:4473495ms step_avg:64.46ms
step:69450/80000 train_loss:2.5696 train_time:4476783ms step_avg:64.46ms
step:69500/80000 train_loss:2.4128 train_time:4479945ms step_avg:64.46ms
step:69550/80000 train_loss:2.5186 train_time:4483117ms step_avg:64.46ms
step:69600/80000 train_loss:2.4354 train_time:4486302ms step_avg:64.46ms
step:69650/80000 train_loss:2.5008 train_time:4489576ms step_avg:64.46ms
step:69700/80000 train_loss:2.4009 train_time:4492775ms step_avg:64.46ms
step:69750/80000 train_loss:2.1722 train_time:4495967ms step_avg:64.46ms
step:69800/80000 train_loss:2.3896 train_time:4499160ms step_avg:64.46ms
step:69850/80000 train_loss:2.5006 train_time:4502435ms step_avg:64.46ms
step:69900/80000 train_loss:2.5451 train_time:4505596ms step_avg:64.46ms
step:69950/80000 train_loss:2.4825 train_time:4508773ms step_avg:64.46ms
step:70000/80000 train_loss:2.5045 train_time:4512002ms step_avg:64.46ms
step:70050/80000 train_loss:2.5751 train_time:4515188ms step_avg:64.46ms
step:70100/80000 train_loss:2.5772 train_time:4518370ms step_avg:64.46ms
step:70150/80000 train_loss:2.4310 train_time:4521539ms step_avg:64.46ms
step:70200/80000 train_loss:2.4901 train_time:4524796ms step_avg:64.46ms
step:70250/80000 train_loss:2.5515 train_time:4527972ms step_avg:64.46ms
step:70300/80000 train_loss:2.5388 train_time:4531161ms step_avg:64.45ms
step:70350/80000 train_loss:2.4431 train_time:4534324ms step_avg:64.45ms
step:70400/80000 train_loss:2.5058 train_time:4537582ms step_avg:64.45ms
step:70450/80000 train_loss:2.4028 train_time:4540775ms step_avg:64.45ms
step:70500/80000 train_loss:2.5540 train_time:4543964ms step_avg:64.45ms
step:70550/80000 train_loss:2.5641 train_time:4547159ms step_avg:64.45ms
step:70600/80000 train_loss:2.4888 train_time:4550413ms step_avg:64.45ms
step:70650/80000 train_loss:2.5683 train_time:4553585ms step_avg:64.45ms
step:70700/80000 train_loss:2.5150 train_time:4556761ms step_avg:64.45ms
step:70750/80000 train_loss:2.5572 train_time:4559934ms step_avg:64.45ms
step:70800/80000 train_loss:2.4020 train_time:4563207ms step_avg:64.45ms
step:70850/80000 train_loss:2.3287 train_time:4566368ms step_avg:64.45ms
step:70900/80000 train_loss:2.4264 train_time:4569554ms step_avg:64.45ms
step:70950/80000 train_loss:2.3850 train_time:4572728ms step_avg:64.45ms
step:71000/80000 train_loss:2.5075 train_time:4575988ms step_avg:64.45ms
step:71050/80000 train_loss:2.4893 train_time:4579191ms step_avg:64.45ms
step:71100/80000 train_loss:2.5259 train_time:4582359ms step_avg:64.45ms
step:71150/80000 train_loss:2.4716 train_time:4585629ms step_avg:64.45ms
step:71200/80000 train_loss:2.4319 train_time:4588796ms step_avg:64.45ms
step:71250/80000 train_loss:2.4989 train_time:4591968ms step_avg:64.45ms
step:71300/80000 train_loss:2.5256 train_time:4595157ms step_avg:64.45ms
step:71350/80000 train_loss:2.5592 train_time:4598416ms step_avg:64.45ms
step:71400/80000 train_loss:2.4401 train_time:4601629ms step_avg:64.45ms
step:71450/80000 train_loss:2.4861 train_time:4604802ms step_avg:64.45ms
step:71500/80000 train_loss:2.3964 train_time:4607970ms step_avg:64.45ms
step:71550/80000 train_loss:2.4495 train_time:4611240ms step_avg:64.45ms
step:71600/80000 train_loss:2.3027 train_time:4614399ms step_avg:64.45ms
step:71650/80000 train_loss:2.5913 train_time:4617561ms step_avg:64.45ms
step:71700/80000 train_loss:2.5212 train_time:4620753ms step_avg:64.45ms
step:71750/80000 train_loss:2.4787 train_time:4624018ms step_avg:64.45ms
step:71800/80000 train_loss:2.5589 train_time:4627210ms step_avg:64.45ms
step:71850/80000 train_loss:2.4916 train_time:4630382ms step_avg:64.45ms
step:71900/80000 train_loss:2.6195 train_time:4633567ms step_avg:64.44ms
step:71950/80000 train_loss:2.4883 train_time:4636866ms step_avg:64.45ms
step:72000/80000 train_loss:2.5999 train_time:4640045ms step_avg:64.45ms
step:72000/80000 val_loss:2.5118 val_bpb:1.5070 train_time:4640087ms step_avg:64.45ms
step:72050/80000 train_loss:2.4304 train_time:4643234ms step_avg:64.44ms
step:72100/80000 train_loss:2.6401 train_time:4646485ms step_avg:64.45ms
step:72150/80000 train_loss:2.5228 train_time:4649654ms step_avg:64.44ms
step:72200/80000 train_loss:2.5272 train_time:4652848ms step_avg:64.44ms
step:72250/80000 train_loss:2.4362 train_time:4656033ms step_avg:64.44ms
step:72300/80000 train_loss:2.6551 train_time:4659294ms step_avg:64.44ms
step:72350/80000 train_loss:2.5946 train_time:4662487ms step_avg:64.44ms
step:72400/80000 train_loss:2.4790 train_time:4665679ms step_avg:64.44ms
step:72450/80000 train_loss:2.3779 train_time:4668862ms step_avg:64.44ms
step:72500/80000 train_loss:2.5727 train_time:4672165ms step_avg:64.44ms
step:72550/80000 train_loss:2.4375 train_time:4675356ms step_avg:64.44ms
step:72600/80000 train_loss:2.5558 train_time:4678533ms step_avg:64.44ms
step:72650/80000 train_loss:2.4568 train_time:4681714ms step_avg:64.44ms
step:72700/80000 train_loss:2.5902 train_time:4684957ms step_avg:64.44ms
step:72750/80000 train_loss:2.5456 train_time:4688173ms step_avg:64.44ms
step:72800/80000 train_loss:2.5061 train_time:4691378ms step_avg:64.44ms
step:72850/80000 train_loss:2.5351 train_time:4694560ms step_avg:64.44ms
step:72900/80000 train_loss:2.4803 train_time:4697851ms step_avg:64.44ms
step:72950/80000 train_loss:2.4461 train_time:4701026ms step_avg:64.44ms
step:73000/80000 train_loss:2.4857 train_time:4704230ms step_avg:64.44ms
step:73050/80000 train_loss:2.5550 train_time:4707415ms step_avg:64.44ms
step:73100/80000 train_loss:2.3956 train_time:4710705ms step_avg:64.44ms
step:73150/80000 train_loss:2.3213 train_time:4713905ms step_avg:64.44ms
step:73200/80000 train_loss:2.3251 train_time:4717084ms step_avg:64.44ms
step:73250/80000 train_loss:2.4275 train_time:4720358ms step_avg:64.44ms
step:73300/80000 train_loss:2.4307 train_time:4723559ms step_avg:64.44ms
step:73350/80000 train_loss:2.5601 train_time:4726740ms step_avg:64.44ms
step:73400/80000 train_loss:2.3980 train_time:4729934ms step_avg:64.44ms
step:73450/80000 train_loss:2.5057 train_time:4733208ms step_avg:64.44ms
step:73500/80000 train_loss:2.3416 train_time:4736397ms step_avg:64.44ms
step:73550/80000 train_loss:2.4675 train_time:4739578ms step_avg:64.44ms
step:73600/80000 train_loss:2.4630 train_time:4742767ms step_avg:64.44ms
step:73650/80000 train_loss:2.5014 train_time:4746058ms step_avg:64.44ms
step:73700/80000 train_loss:2.4039 train_time:4749240ms step_avg:64.44ms
step:73750/80000 train_loss:2.4701 train_time:4752421ms step_avg:64.44ms
step:73800/80000 train_loss:2.4600 train_time:4755576ms step_avg:64.44ms
step:73850/80000 train_loss:2.4880 train_time:4758863ms step_avg:64.44ms
step:73900/80000 train_loss:2.5233 train_time:4762042ms step_avg:64.44ms
step:73950/80000 train_loss:2.3657 train_time:4765255ms step_avg:64.44ms
step:74000/80000 train_loss:2.4629 train_time:4768426ms step_avg:64.44ms
step:74050/80000 train_loss:2.5192 train_time:4771701ms step_avg:64.44ms
step:74100/80000 train_loss:2.5328 train_time:4774890ms step_avg:64.44ms
step:74150/80000 train_loss:2.5457 train_time:4778066ms step_avg:64.44ms
step:74200/80000 train_loss:2.5568 train_time:4781315ms step_avg:64.44ms
step:74250/80000 train_loss:2.4708 train_time:4784497ms step_avg:64.44ms
step:74300/80000 train_loss:2.5295 train_time:4787679ms step_avg:64.44ms
step:74350/80000 train_loss:2.4166 train_time:4790877ms step_avg:64.44ms
step:74400/80000 train_loss:2.5182 train_time:4794144ms step_avg:64.44ms
step:74450/80000 train_loss:2.4254 train_time:4797325ms step_avg:64.44ms
step:74500/80000 train_loss:2.4396 train_time:4800507ms step_avg:64.44ms
step:74550/80000 train_loss:2.7472 train_time:4803696ms step_avg:64.44ms
step:74600/80000 train_loss:2.4430 train_time:4806953ms step_avg:64.44ms
step:74650/80000 train_loss:2.5097 train_time:4810128ms step_avg:64.44ms
step:74700/80000 train_loss:2.4532 train_time:4813304ms step_avg:64.44ms
step:74750/80000 train_loss:2.5120 train_time:4816485ms step_avg:64.43ms
step:74800/80000 train_loss:2.4900 train_time:4819743ms step_avg:64.44ms
step:74850/80000 train_loss:2.5776 train_time:4822913ms step_avg:64.43ms
step:74900/80000 train_loss:2.5784 train_time:4826073ms step_avg:64.43ms
step:74950/80000 train_loss:2.4685 train_time:4829262ms step_avg:64.43ms
step:75000/80000 train_loss:2.5569 train_time:4832514ms step_avg:64.43ms
step:75050/80000 train_loss:2.5760 train_time:4835701ms step_avg:64.43ms
step:75100/80000 train_loss:2.5605 train_time:4838891ms step_avg:64.43ms
step:75150/80000 train_loss:2.4491 train_time:4842171ms step_avg:64.43ms
step:75200/80000 train_loss:2.5685 train_time:4845367ms step_avg:64.43ms
step:75250/80000 train_loss:2.4650 train_time:4848545ms step_avg:64.43ms
step:75300/80000 train_loss:2.4116 train_time:4851713ms step_avg:64.43ms
step:75350/80000 train_loss:2.5977 train_time:4854997ms step_avg:64.43ms
step:75400/80000 train_loss:2.4812 train_time:4858179ms step_avg:64.43ms
step:75450/80000 train_loss:2.5774 train_time:4861371ms step_avg:64.43ms
step:75500/80000 train_loss:2.5388 train_time:4864550ms step_avg:64.43ms
step:75550/80000 train_loss:2.5273 train_time:4867828ms step_avg:64.43ms
step:75600/80000 train_loss:2.5101 train_time:4871015ms step_avg:64.43ms
step:75650/80000 train_loss:2.4606 train_time:4874185ms step_avg:64.43ms
step:75700/80000 train_loss:2.5384 train_time:4877382ms step_avg:64.43ms
step:75750/80000 train_loss:2.4456 train_time:4880666ms step_avg:64.43ms
step:75800/80000 train_loss:2.3701 train_time:4883852ms step_avg:64.43ms
step:75850/80000 train_loss:2.4774 train_time:4887023ms step_avg:64.43ms
step:75900/80000 train_loss:2.4359 train_time:4890218ms step_avg:64.43ms
step:75950/80000 train_loss:2.4898 train_time:4893486ms step_avg:64.43ms
step:76000/80000 train_loss:2.3444 train_time:4896658ms step_avg:64.43ms
step:76000/80000 val_loss:2.5110 val_bpb:1.5065 train_time:4896698ms step_avg:64.43ms
step:76050/80000 train_loss:2.3942 train_time:4899822ms step_avg:64.43ms
step:76100/80000 train_loss:2.5104 train_time:4903015ms step_avg:64.43ms
step:76150/80000 train_loss:2.6109 train_time:4906291ms step_avg:64.43ms
step:76200/80000 train_loss:2.7048 train_time:4909484ms step_avg:64.43ms
step:76250/80000 train_loss:2.5211 train_time:4912655ms step_avg:64.43ms
step:76300/80000 train_loss:2.6048 train_time:4915917ms step_avg:64.43ms
step:76350/80000 train_loss:2.4912 train_time:4919134ms step_avg:64.43ms
step:76400/80000 train_loss:2.6134 train_time:4922311ms step_avg:64.43ms
step:76450/80000 train_loss:2.4235 train_time:4925501ms step_avg:64.43ms
step:76500/80000 train_loss:2.4732 train_time:4928775ms step_avg:64.43ms
step:76550/80000 train_loss:2.3761 train_time:4931967ms step_avg:64.43ms
step:76600/80000 train_loss:2.5005 train_time:4935153ms step_avg:64.43ms
step:76650/80000 train_loss:2.5889 train_time:4938351ms step_avg:64.43ms
step:76700/80000 train_loss:2.4878 train_time:4941697ms step_avg:64.43ms
step:76750/80000 train_loss:2.4249 train_time:4944868ms step_avg:64.43ms
step:76800/80000 train_loss:2.3474 train_time:4948054ms step_avg:64.43ms
step:76850/80000 train_loss:2.5104 train_time:4951252ms step_avg:64.43ms
step:76900/80000 train_loss:2.5705 train_time:4954517ms step_avg:64.43ms
step:76950/80000 train_loss:2.5781 train_time:4957715ms step_avg:64.43ms
step:77000/80000 train_loss:2.6075 train_time:4960898ms step_avg:64.43ms
step:77050/80000 train_loss:2.6609 train_time:4964093ms step_avg:64.43ms
step:77100/80000 train_loss:2.3351 train_time:4967381ms step_avg:64.43ms
step:77150/80000 train_loss:2.4186 train_time:4970569ms step_avg:64.43ms
step:77200/80000 train_loss:2.2428 train_time:4973743ms step_avg:64.43ms
step:77250/80000 train_loss:2.4673 train_time:4977007ms step_avg:64.43ms
step:77300/80000 train_loss:2.1076 train_time:4980199ms step_avg:64.43ms
step:77350/80000 train_loss:2.5440 train_time:4983416ms step_avg:64.43ms
step:77400/80000 train_loss:2.4071 train_time:4986588ms step_avg:64.43ms
step:77450/80000 train_loss:2.4731 train_time:4989862ms step_avg:64.43ms
step:77500/80000 train_loss:2.3946 train_time:4993042ms step_avg:64.43ms
step:77550/80000 train_loss:2.4870 train_time:4996217ms step_avg:64.43ms
step:77600/80000 train_loss:2.4543 train_time:4999396ms step_avg:64.43ms
step:77650/80000 train_loss:2.4080 train_time:5002690ms step_avg:64.43ms
step:77700/80000 train_loss:2.5883 train_time:5005876ms step_avg:64.43ms
step:77750/80000 train_loss:2.6040 train_time:5009049ms step_avg:64.43ms
step:77800/80000 train_loss:2.5581 train_time:5012239ms step_avg:64.42ms
step:77850/80000 train_loss:2.2826 train_time:5015519ms step_avg:64.43ms
step:77900/80000 train_loss:2.5081 train_time:5018696ms step_avg:64.42ms
step:77950/80000 train_loss:2.3563 train_time:5021881ms step_avg:64.42ms
step:78000/80000 train_loss:2.6067 train_time:5025075ms step_avg:64.42ms
step:78050/80000 train_loss:2.5044 train_time:5028344ms step_avg:64.42ms
step:78100/80000 train_loss:2.5473 train_time:5031520ms step_avg:64.42ms
step:78150/80000 train_loss:2.4154 train_time:5034730ms step_avg:64.42ms
step:78200/80000 train_loss:2.6000 train_time:5037920ms step_avg:64.42ms
step:78250/80000 train_loss:2.5817 train_time:5041200ms step_avg:64.42ms
step:78300/80000 train_loss:2.5015 train_time:5044389ms step_avg:64.42ms
step:78350/80000 train_loss:2.5666 train_time:5047588ms step_avg:64.42ms
step:78400/80000 train_loss:2.4257 train_time:5050850ms step_avg:64.42ms
step:78450/80000 train_loss:2.4830 train_time:5054020ms step_avg:64.42ms
step:78500/80000 train_loss:2.4941 train_time:5057203ms step_avg:64.42ms
step:78550/80000 train_loss:2.6169 train_time:5060375ms step_avg:64.42ms
step:78600/80000 train_loss:2.4827 train_time:5063651ms step_avg:64.42ms
step:78650/80000 train_loss:2.5401 train_time:5066828ms step_avg:64.42ms
step:78700/80000 train_loss:2.3761 train_time:5070033ms step_avg:64.42ms
step:78750/80000 train_loss:2.5749 train_time:5073208ms step_avg:64.42ms
step:78800/80000 train_loss:2.3255 train_time:5076486ms step_avg:64.42ms
step:78850/80000 train_loss:2.5483 train_time:5079660ms step_avg:64.42ms
step:78900/80000 train_loss:2.5232 train_time:5082831ms step_avg:64.42ms
step:78950/80000 train_loss:2.4568 train_time:5086009ms step_avg:64.42ms
step:79000/80000 train_loss:2.4719 train_time:5089283ms step_avg:64.42ms
step:79050/80000 train_loss:2.5016 train_time:5092491ms step_avg:64.42ms
step:79100/80000 train_loss:2.4617 train_time:5095677ms step_avg:64.42ms
step:79150/80000 train_loss:2.3852 train_time:5098874ms step_avg:64.42ms
step:79200/80000 train_loss:2.5962 train_time:5102135ms step_avg:64.42ms
step:79250/80000 train_loss:2.4662 train_time:5105312ms step_avg:64.42ms
step:79300/80000 train_loss:2.5904 train_time:5108491ms step_avg:64.42ms
step:79350/80000 train_loss:2.5188 train_time:5111790ms step_avg:64.42ms
step:79400/80000 train_loss:2.5189 train_time:5114952ms step_avg:64.42ms
step:79450/80000 train_loss:2.4910 train_time:5118155ms step_avg:64.42ms
step:79500/80000 train_loss:2.6601 train_time:5121307ms step_avg:64.42ms
step:79550/80000 train_loss:2.4111 train_time:5124574ms step_avg:64.42ms
step:79600/80000 train_loss:2.5535 train_time:5127763ms step_avg:64.42ms
step:79650/80000 train_loss:2.3688 train_time:5130950ms step_avg:64.42ms
step:79700/80000 train_loss:2.3919 train_time:5134134ms step_avg:64.42ms
step:79750/80000 train_loss:2.5478 train_time:5137417ms step_avg:64.42ms
step:79800/80000 train_loss:2.4935 train_time:5140626ms step_avg:64.42ms
step:79850/80000 train_loss:2.5619 train_time:5143803ms step_avg:64.42ms
step:79900/80000 train_loss:2.4802 train_time:5146974ms step_avg:64.42ms
step:79950/80000 train_loss:2.4260 train_time:5150256ms step_avg:64.42ms
step:80000/80000 train_loss:2.5480 train_time:5153443ms step_avg:64.42ms
step:80000/80000 val_loss:2.5075 val_bpb:1.5044 train_time:5153483ms step_avg:64.42ms
peak memory: 11190 MiB
ema:applied for serialization + final eval
Serialized model: 75612173 bytes
Serialized model fp8+lzma: 15771320 bytes (ratio:3.93x) [zlib:15827529 lzma:15771320]
Total submission size: 15841510 bytes
final_eval K:256 max_seqs:0
final_fp8_zlib_roundtrip val_loss:2.4963 val_bpb:1.4787 eval_time:486860ms
final_fp8_zlib_roundtrip_exact val_loss:2.49626875 val_bpb:1.47867316
